Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
535,2,20.1683394608,22.2359735624,4.36434139174,6.13484603513,5.38602731419,4.60752429565,3.40170416674,4.94559704102,24.7146743682,28.2014244519,26.4073917703,21.1991077983,21.1991077983,24.6364180608,17.7020685647,30.0929163768
536,1,37.2234762253,19.5306762552,3.59308136168,5.91189730152,4.94887349053,3.4350203074,4.50535692474,6.44314107068,28.9685042527,12.6924926244,28.3257920031,11.7691921756,11.7691921756,25.6988997615,25.0469342817,38.0093609131
537,1,30.0118741951,31.4120847405,3.48066908748,6.50196613137,4.52818602496,3.94800766673,4.6292882528,5.85683061275,23.3524501936,21.3624378822,26.9297016121,15.5565921999,15.5565921999,24.0717027698,21.1843706097,35.2904837023
538,1,34.434547571,21.6110077401,4.11187750215,5.34680321961,5.04115241001,4.79657108827,3.89748367267,6.22295253094,22.910370816,18.7784114882,32.7977816209,22.9769218681,22.9769218681,23.5422568318,37.5718981794,37.1135780563
539,1,43.2023545366,24.2922481608,4.00005651206,5.00177604952,2.82311520891,3.76807096538,3.03775501964,6.89151254573,24.6533022178,23.5004226119,20.6599214532,14.1681864634,14.1681864634,24.615562434,19.9377723846,9.83459457659
540,0,44.1309910489,19.2998868272,4.95000282234,4.30412761166,5.42605666033,3.58431064506,2.22970659409,6.95856175372,25.515614733,25.4510119211,31.4558872187,12.8171104636,12.8171104636,27.285901947,35.172120237,34.7568481632
541,2,13.2218323039,21.6951362048,4.86880402537,5.32248367865,6.41631116118,5.71391057985,4.08141458819,4.18478469402,28.0066319153,22.4421088647,21.8495481327,32.6186017778,32.6186017778,30.1264085903,28.4700478947,33.6295825217
542,1,39.1118757781,25.7270231252,4.0958120054,6.17350471378,5.43457753348,2.63946471585,4.95745779111,6.58805482745,30.9833621406,8.6282431524,33.5905819632,6.93660164949,6.93660164949,25.226505187,26.3396567882,49.1370997254
543,0,37.4570359835,21.0930714379,3.6424782447,4.91431819391,6.32457071021,3.4932271821,4.28469159149,6.461240331,25.3829162555,28.0902173106,26.4881771219,12.172463809,12.172463809,28.6662700591,35.5532563086,48.3325603321
544,2,18.5241022232,38.9117700001,4.47028966698,5.7888375054,5.41223854637,4.861130138,5.05357064334,4.77647284663,25.7867262728,29.4627099858,33.3096060832,23.6004138819,23.6004138819,26.6360949811,16.1486507006,23.4670468507
545,2,28.9053169729,27.9183642759,3.92564009126,4.63643647562,5.67091068839,4.90643282362,3.29847162281,5.76158898259,28.9123705208,20.0903388383,22.6446756799,24.042910716,24.042910716,22.355777774,29.5047782159,27.2888322923
546,0,28.8718562934,26.7805938006,3.36209157123,4.89691183149,4.97733936837,4.9583924173,4.64586777047,5.75868447866,18.0145688629,39.9453588205,21.7915324747,24.5554830273,24.5554830273,20.9811002076,28.9857927673,22.2627912497
547,2,28.4706946506,23.0057159327,3.99401600045,4.83251074599,6.46756015403,4.66741527025,5.0644717937,5.72374748587,29.3990469935,19.1740297899,25.9786448237,21.7545929682,21.7545929682,32.6975685502,34.9137439827,42.7001949011
548,0,37.7441933019,28.9548029813,3.22056906078,5.45355705676,4.70083502385,4.41484204732,4.28030054291,6.48342378172,25.4275126939,13.57035384,23.9637028563,19.4606579661,19.4606579661,27.8748657038,34.3738916844,35.2467138115
549,0,40.9465961975,33.3410107879,4.09204510394,4.95666512133,4.65755353683,4.14633633834,3.72017320936,6.7258595606,25.3439857652,18.5150364166,26.5507027982,17.1619326939,17.1619326939,19.527996672,32.9554895948,30.0887354851
550,0,34.2622444158,28.6772274224,4.126981549,4.76120957173,6.42064627766,3.6543006864,2.62079236993,6.20909293272,24.5690374658,34.182051664,35.1689316529,13.3237411699,13.3237411699,22.7355656618,32.4036586464,43.8752446019
551,0,38.1481272598,21.0012072492,4.28673917762,5.26218077274,4.73730166185,4.55105614808,4.89963793239,6.51450058647,28.6784116524,6.81311138947,28.1982175317,20.6819397262,20.6819397262,21.193065171,34.9393349322,33.7246062829
552,0,40.0003170518,28.2419139284,4.3915943929,5.38876326286,4.88554598314,4.07308195514,4.74907046665,6.65514144727,24.6933445849,16.5977312655,32.3710985028,16.5598242766,16.5598242766,25.4423782954,35.179189686,38.3577392801
553,2,11.354478007,17.7105394492,4.24349018568,5.41350525936,6.2945982959,6.11478797208,4.60356008309,3.9553847649,27.29763941,18.5147093498,31.2040129372,37.3604596068,37.3604596068,12.5912241172,32.1978054656,34.0518374795
554,2,34.8792478073,26.6130166582,3.14455968804,4.80983883732,5.78768420326,3.81051073132,4.77928546227,6.25858118416,33.6233538196,14.3132853211,25.583408403,14.4898196968,14.4898196968,29.7091334213,25.0538020698,32.0115046462
555,2,19.0052763706,29.7338760273,3.99028371937,5.23995183244,5.73887890709,5.6262137286,4.06329615637,4.82657922363,29.4730986326,15.0652692994,24.6141694617,31.6241085832,31.6241085832,19.7012965304,28.3025628248,27.6188509969
556,2,17.7224627014,33.260233474,3.51760161451,5.58215009303,5.16262272718,5.89365312029,4.10243344031,4.69180704343,23.5634802405,21.151999674,20.996161278,34.7049747656,34.7049747656,15.4363491939,29.5532925563,25.262413071
557,1,29.0822751137,29.5261427152,3.99554491381,5.75685627901,5.24319772112,4.25758904348,2.63304111916,5.77692528471,29.5905732891,15.2988408185,22.0276191798,18.0968921265,18.0968921265,23.309971784,22.4555960488,31.9612655285
558,2,13.6796342339,26.0381444157,3.44349607221,5.56586064481,6.42423686256,5.72552538703,3.88441455276,4.23913020151,30.2522198497,13.9720784685,26.4605702066,32.7514686209,32.7514686209,19.172309925,30.2581186471,38.165695953
559,1,12.0696747745,20.033829876,5.15155864789,6.4083011415,4.91847726244,5.30661272503,3.55113327008,4.04478249179,26.4657533095,23.1534041335,27.5429847988,28.1299662767,28.1299662767,22.2892328942,11.5220005052,19.7316010924
560,1,22.9148459428,21.522016897,3.94415973372,5.7851516504,6.37533469478,4.88270130409,3.78932179489,5.21588310588,21.2552358691,29.3439230703,26.3450511379,23.8105996883,23.8105996883,25.3774418968,36.326469787,50.5729858474
561,2,39.0989498885,16.4258383607,4.62050532922,4.65108069975,5.71420212367,3.89720022886,4.28113555317,6.58707374483,32.5396669946,11.0186952379,21.3719321209,15.1579972871,15.1579972871,26.2731144246,32.2461678459,36.492654256
562,2,25.759557963,27.9890849988,3.35925077287,5.05099662534,6.3245846616,4.43016313478,4.36552057711,5.48180158291,34.672010068,13.8941227063,26.1840571863,19.596173064,19.596173064,24.2122325855,24.2967025308,35.0412752699
563,0,32.008332256,26.494644239,2.91616617344,4.42866023093,4.17540451906,5.35295426364,3.83292096025,6.02485874419,25.0441288329,21.3244230055,20.6905972552,28.6239470119,28.6239470119,19.5212514375,29.0068770408,11.2411095099
564,2,28.7184175237,16.0131153751,3.6714972674,4.39536447833,4.92034969145,5.26016206926,3.36719826872,5.7453466523,24.7349634773,27.3417477871,26.5792257062,27.6391326582,27.6391326582,23.8556036048,27.9016068418,15.2507525681
565,0,43.2569748171,24.1247337801,2.31445109902,5.05460339333,5.17265958559,3.09228007085,3.85921562207,6.89547427292,20.5498420392,34.3467669518,14.9000011815,9.5320236999,9.5320236999,15.4918429717,31.8393536152,37.7224614256
566,2,27.7704144063,30.4564482025,2.42804194452,4.64853592017,6.28603824363,4.98234894675,3.77075784742,5.66224381652,31.9254955483,12.9124295738,29.8714847675,24.7936286905,24.7936286905,15.3000480679,34.4519875572,37.3480392851
567,1,23.5309547544,27.570254628,4.13668020833,5.39989969687,5.19562068383,5.32337817868,5.19709879289,5.27461329254,24.8004908054,22.0936952772,31.604665637,28.3081828965,28.3081828965,17.0651220838,28.150742213,26.4026938777
568,1,13.1507807747,21.9546026066,4.67344446656,6.48579904656,5.36383457674,5.13915880813,4.57296428055,4.17628679644,28.4788682622,18.0976678565,22.7383998383,26.3807809184,26.3807809184,30.4127603489,14.6610793234,28.3474376995
569,0,33.6928495371,28.6533138142,4.57845756227,4.83446758743,6.19825584433,3.79660881909,4.25193944474,6.1630706769,19.6516541392,43.0566560043,28.3216344523,14.3840661885,14.3840661885,36.0666384864,32.7735699466,41.6537210383
570,2,41.6031415339,31.4746935837,3.92821064809,4.06874264238,5.92868939815,4.17934163172,4.00087098413,6.77449128461,33.3068527625,7.48636379118,21.9375836538,17.4367241379,17.4367241379,24.3140384841,39.347620101,39.0622291198
571,0,48.3342535737,28.0709731965,3.62035851095,4.28577696622,5.10971164845,2.38205391599,4.68513769365,7.25429832617,24.6631362585,32.8578522495,32.4980092001,5.644008522,5.644008522,25.6271482508,28.1830678312,29.801087342
572,0,25.2825598905,22.9425892628,4.21555384481,4.08249423011,5.70313629803,4.86147171193,4.17781001371,5.43812012757,28.4210450516,32.6635177216,29.2575702491,23.6037348692,23.6037348692,20.9805908814,20.2162751239,14.0577775977
573,2,22.5445001196,25.9354890868,3.59617635137,3.85707248924,5.4343228712,5.93674325811,4.64516138819,5.18025971848,31.3683293483,15.5084106295,28.1321515849,35.2147481761,35.2147481761,29.0729359919,29.0968254959,12.0078874341
574,0,37.973628689,26.8946282181,3.99309811249,4.99857743736,3.97875534498,4.31775324757,3.32070731229,6.50109370186,25.9950427553,20.1589548284,25.0263795442,18.6128207702,18.6128207702,28.1075856013,24.6644955026,17.3685038013
575,1,19.5646923664,18.0482378416,4.92460041637,5.8900040721,2.97726260155,6.77604101884,3.51113462886,4.88418703551,17.8617156604,12.1523583722,20.6914294396,45.8845595523,45.8845595523,34.0974941441,38.3966270616,16.9860584177
576,1,19.5400600809,24.4733733783,1.92362915664,6.01778862362,3.90026283295,5.78822387071,4.01460261114,4.88166474805,21.2064485991,21.6554006803,27.2726353946,33.4733632408,33.4733632408,24.2131781209,23.9865369671,16.9981533608
577,1,24.2610708755,28.5964472153,4.33452005324,5.85280962722,4.56874079266,5.56904405113,4.39797180884,5.34337547875,22.1213850017,17.6589655277,18.8287447523,30.9840793067,30.9840793067,22.1461065838,32.0002448906,28.6843445428
578,0,35.1870709365,28.6711674596,2.75600605295,4.34318255442,4.93963338298,5.16436294672,3.7459264919,6.28312514342,28.9666540704,11.1534840189,25.1366554987,26.6404723087,26.6404723087,27.109824411,35.9072334384,23.9548433071
579,1,16.2627637623,33.1961747698,4.76750959594,6.16050188752,4.17542274264,5.26032565013,4.38752548021,4.53358074746,24.6497815335,26.2462110317,24.9018258963,27.6408536087,27.6408536087,27.6384267498,10.6969427126,11.2693794003
580,0,25.3829176177,27.6647867142,5.02985022003,4.08720918247,5.35115326577,5.06655791964,4.81156415511,5.44733955699,27.9737129275,31.0180551198,25.2222787668,25.6398368163,25.6398368163,22.0458000611,20.2423662171,10.0323041956
581,0,35.0997727416,28.8224058447,3.92960821313,5.03322485068,3.95863316962,4.76171825886,4.20482820965,6.27617426248,24.5425597207,20.7745639195,29.89140177,22.6437884401,22.6437884401,25.0017252905,26.6984238116,16.8675937446
582,2,31.6776172865,12.2305092951,3.86198478091,5.481031501,5.73657184839,3.73039213944,4.36724982972,5.99735007465,30.0586210538,19.4244280874,21.8881123687,13.8856531773,13.8856531773,26.128576275,23.2897797344,36.3727007823
583,2,33.2715555338,32.9605153162,3.88573075007,3.80246328146,5.85589054573,5.12141849506,4.1839062251,6.12879646955,31.7164321261,12.1815043292,29.1266193264,26.1987550648,26.1987550648,26.3752313625,37.4210547893,28.8635509253
584,2,32.0216901337,21.6363676184,4.90459964157,4.39228870398,5.58659548893,4.90877332283,3.751156861,6.02596720578,26.6102922583,22.7306928371,19.4143420417,24.0658831982,24.0658831982,30.5019716379,33.6980297711,28.3425961057
585,1,19.3988622465,32.8621540485,3.00311803093,5.97860576286,3.65987692715,5.244573724,3.34657355718,4.86718120455,22.4134271034,29.6640902546,24.5666822152,27.4753812098,27.4753812098,26.7781071301,11.7395676122,7.16862594552
586,2,18.7071700436,22.3033144316,3.34692176634,5.13133600207,5.80054215412,5.76150505307,4.36201370841,4.79559805186,27.7310010621,17.7696311484,22.565080944,33.1647681399,33.1647681399,24.348412081,30.9114379352,28.4295059167
587,1,22.5610496401,18.9673146638,4.46899695011,5.98494323438,5.28616515752,5.17053330286,4.06330341597,5.18185683626,21.6492364019,24.5367896773,22.0368677882,26.7042422993,26.7042422993,27.4953147849,29.8053050071,35.6523646983
588,0,42.7703083947,30.4976939957,4.4075647805,4.67683842478,4.45103433126,3.45454717663,4.25548402994,6.86009468055,22.387132112,33.3646369931,23.5117015814,11.9037238589,11.9037238589,24.3037801216,25.5478449156,21.8743568835
589,0,26.4799993143,21.9338864212,4.40633953708,4.68069246192,5.35153484945,5.00649345397,3.12650496155,5.54712447541,25.4473430737,29.4192356104,25.8151534663,25.0348043679,25.0348043679,27.6893847534,25.1507959419,19.8702691612
590,2,33.1488733721,20.896879417,3.91060444288,4.99677002735,5.57876114558,4.45929821581,4.51065487202,6.11877961717,30.0119290521,14.239100399,26.6038777364,19.8551682408,19.8551682408,19.3160097433,30.8423801735,33.9376142155
591,1,25.7678298141,22.7565820445,4.00213600686,6.36090880697,4.10162109903,4.66152173081,4.59796693094,5.4825560139,20.2029797019,27.3829956733,26.2139017818,21.6996125101,21.6996125101,30.46629081,20.3424067145,25.8853429637
592,2,22.5690380542,31.5596690311,5.11613301795,4.90582631246,5.88304734008,5.52677990342,2.74669895008,5.18262758508,24.1518593287,25.6753522944,26.0643465579,30.5151237642,30.5151237642,33.9723419058,34.3470722281,31.5625096056
593,1,41.0560997381,23.7906569895,3.32298999784,5.45606321292,4.83432484839,3.21263460328,4.62131365543,6.73399512693,30.6721839302,11.9836768401,27.5567966766,10.2908487575,10.2908487575,15.8990786602,24.6991457155,33.0894288082
594,1,27.9914419801,19.9923187116,4.35110869319,6.01582095192,5.17161285994,4.74641566562,3.57992330025,5.68172796,29.5051633676,6.93684298422,26.7183680861,22.4982893341,22.4982893341,21.0375423774,28.695496149,37.6751408731
595,1,34.4790589639,21.5447287775,3.95427673896,4.97158689394,4.31001309759,4.60664725887,4.10318945685,6.22652789244,26.4236022822,20.2815392457,32.0308545094,21.1910266309,21.1910266309,27.3056068903,24.9114751484,17.726447046
596,1,27.6248529603,23.3089086235,3.80966827611,6.21243325569,4.53734029591,4.43725484251,4.93548054743,5.64937550458,24.1730129216,21.1368750255,18.610419846,19.6590582007,19.6590582007,26.3565439271,21.22242551,29.4061175841
597,1,44.6006618079,25.3059559983,3.28524349555,4.70492272114,3.22815479403,3.918929248,3.48574557393,6.99222800253,25.6017237463,20.4904069199,17.8965765162,15.3278341141,15.3278341141,21.752414935,24.476626268,12.6702075716
598,0,41.6198589758,27.4445970551,4.18033674185,5.02363458772,5.61903751575,4.20162065903,4.26771926953,6.77572502447,26.4656351676,11.7111793168,27.7094579648,17.6234438257,17.6234438257,28.0681719347,43.9649922223,48.3634930091
599,1,14.2707033809,20.76847775,4.57642472494,6.05417784776,4.70546156771,5.46667173552,5.08827373789,4.30828202562,26.2431037287,23.109936181,25.8923351869,29.8543275272,29.8543275272,14.5095946521,13.7614968218,15.1731847887
600,0,21.7894529653,28.0552535123,4.15190720369,4.12666191485,5.68697864506,5.11374056924,4.90537055756,5.10686240236,28.9081284248,32.6466871557,24.8972637544,26.1201702728,26.1201702728,18.8653348178,18.0013583833,10.5739476739
601,2,12.5283230953,26.171217564,5.04579031824,5.8473636457,6.36668481425,5.57749810911,4.39946885494,4.10108689578,27.99796849,19.2969354272,11.8329551049,31.0783128204,31.0783128204,27.9406718332,27.5983114554,38.8656407992
602,2,19.1761729086,22.9232465993,4.26575631463,5.00901167331,5.47590533924,5.831114842,5.05957459401,4.84425056536,23.867137005,25.7669417175,29.9743498517,33.9717279639,33.9717279639,30.7288610365,30.3785059976,23.158894675
603,0,32.843876168,24.8771131312,4.0688437197,4.95251032502,3.98179060613,4.90325046106,3.31509648875,6.09380560893,26.9713961498,18.0418140066,24.5233759785,24.0116927472,24.0116927472,25.8429401332,23.737881587,12.7616607868
604,2,15.3308956785,22.1177255803,3.84511502428,5.26439729167,6.07128402867,5.99743829952,4.86477824006,4.42961469091,24.4832777294,22.8094595383,21.7808230932,35.9390938198,35.9390938198,26.5190178995,34.4531045771,33.3502253629
605,2,33.5414741886,23.9215670704,3.70060365674,4.20576895347,5.58409585179,5.15158273566,4.84859073566,6.15077757849,21.4751571693,28.8297283465,15.2987877921,26.5086323456,26.5086323456,28.8374155773,41.2433154313,32.0395043798
606,2,22.484279819,27.3968711845,3.38186125034,5.14355974429,6.56695325728,4.8190505488,4.82567596154,5.174443975,36.754002307,7.31217390974,27.1490068458,23.1930758552,23.1930758552,20.0201914443,26.9821222883,38.7737633072
607,2,30.5873724822,24.4047065396,3.12195029869,4.56597819774,4.52749586032,5.34517635054,5.46739180705,5.90575677738,25.2448333095,21.1293379176,18.3967025928,28.5407378816,28.5407378816,26.0506591494,29.864285467,15.500254302
608,2,26.3758653267,24.7491538145,3.50996590629,4.65396894284,5.81409294558,5.12477219046,3.84360184795,5.53773021716,29.7461913436,18.2844277563,33.7840167868,26.2331176674,26.2331176674,24.3617116321,29.8937096263,27.7115909107
609,2,20.5969989558,18.3247778917,3.80585646906,5.35439773795,6.40000858562,5.04236426114,5.09888599365,4.98874629413,32.7239409974,12.743492323,31.8714918396,25.3952650053,25.3952650053,32.1259987559,28.0090809331,38.475963276
610,1,31.3410396895,28.9499205541,3.81901026399,5.20664443118,4.12573628728,4.51180822722,3.38914094365,5.96922359448,28.191507552,20.3587868094,26.1918397198,20.3262411425,20.3262411425,21.3473839838,17.3297670576,12.219810371
611,1,31.1344089012,32.7394979234,4.45416445708,5.89036307409,3.73806612641,4.20358014059,3.91566840985,5.95189041672,25.3203323863,22.540474773,22.5897954801,17.6399136617,17.6399136617,28.4494455923,15.3188240236,16.640956993
612,2,37.508270446,27.1589714237,4.42513253425,4.92974384782,5.7573481713,4.225337579,4.93060941671,6.46520386975,27.0288119709,17.186891097,18.188054304,17.8233053198,17.8233053198,21.1597769965,37.8125118185,42.4924569382
613,1,20.0872382327,24.6035978713,3.69532793463,6.13434529885,3.49896673495,6.04905216421,3.24054852057,4.93739089642,18.1990069398,21.0831436606,31.2345310413,36.5608597487,36.5608597487,18.7996225874,29.0877561002,18.9405910044
614,0,40.7089486618,33.3176491881,3.23963050668,4.37732860451,3.77069029582,4.18752733982,4.23924122151,6.70816959335,26.629475836,23.5122079963,25.7015446845,17.505212885,17.505212885,26.30082767,22.5727143379,9.4141887488
615,2,31.7542026461,24.5524216117,4.15980090591,5.01885987429,5.28081521318,4.57508075737,3.34289774895,6.00373161272,21.9438894873,31.3521233424,24.6886675614,20.9011915997,20.9011915997,27.480670221,30.2634510299,29.6475412121
616,0,38.9833778466,25.0276331129,4.12374714535,4.09257403592,4.99971768208,4.0809420475,4.36872065239,6.57829525622,24.7166807667,31.8419092564,34.5341486027,16.6239156584,16.6239156584,26.1773907405,27.4455990566,19.8482594398
617,2,37.6860570973,26.5728393897,2.8193120211,4.28388698558,5.91698510433,4.17006693135,2.89613370112,6.47893878106,34.3272605575,9.40338450778,22.692823207,17.3592858752,17.3592858752,27.3500146029,32.9129572537,34.5298687682
618,2,16.5028474998,29.1552546967,4.25495133084,5.06244450764,4.8986375412,6.19222438781,4.99060000484,4.5599822512,26.9166806962,17.5403432305,22.8879140516,38.3134705323,38.3134705323,24.9173624586,26.2818696224,13.0542746818
619,2,23.0071040078,38.425089972,2.7662455169,5.00514890798,6.90452267625,4.76057215125,5.49729942067,5.22471957518,31.7532416318,18.1174744745,34.5956005888,22.6328748705,22.6328748705,25.4380278396,32.2784011942,45.5945211557
620,0,41.9163377801,20.5612958763,4.34877689643,2.818838835,4.67650067694,4.50899705375,4.41936839871,6.79756783059,28.1863419273,25.5056807046,27.5018510257,20.3008820941,20.3008820941,20.6038248145,29.1611156427,9.06356118379
621,2,26.7858547727,22.1304017079,2.32379490859,4.63574792819,5.4037155123,5.39184246631,4.04475894895,5.57462513575,23.1548784594,27.7160111887,22.2171721892,29.0417928448,29.0417928448,19.3325468634,33.2358118967,25.0024573453
622,2,51.6073674307,24.0323627268,4.07456976389,2.4396229346,6.01376495411,3.92591087201,4.51010895293,7.47649370107,36.6838816793,0.814324011347,26.4142431281,15.3826038383,15.3826038383,21.0257538253,47.0615892904,38.9806698657
623,1,20.7460857763,21.6072219084,3.91562860888,5.47804350169,4.25563171413,5.17987077713,4.17504502319,5.0036662966,27.8896830467,23.2744925656,20.1201169641,26.8008889311,26.8008889311,22.575669625,11.9928085059,6.39536170522
624,1,23.3191814302,17.4987153633,4.86919656748,4.95983735195,5.01710024679,5.28367877224,4.27371632035,5.25450017239,26.6269074877,25.0015818801,23.972611205,27.8870890315,27.8870890315,22.1798482987,22.1006717774,15.3308428882
625,2,21.913259376,28.2494358624,4.71470951178,5.26501196336,5.78982647231,5.39572703722,3.75752570344,5.11896962361,27.8930980521,17.3936219755,29.3940001169,29.0836979234,29.0836979234,25.1663438509,30.6047744946,31.9499138062
626,1,25.2599679158,20.7520555056,4.01371685331,5.784883243,4.39583134219,5.36521398795,3.01215942765,5.43604254465,24.898477418,15.262377366,23.9980319633,28.7553487998,28.7553487998,11.6696205476,27.2410554037,23.9078972942
627,1,-1.8333242201,37.5626654849,3.73840256066,6.25793208852,6.30094797902,6.13612111224,4.49033643779,1.56756703566,32.4162681712,16.2949274325,26.0022051367,37.6218099674,37.6218099674,26.3220869169,13.4365693957,25.5218231911
628,1,24.0696648996,29.4858017073,3.52668794635,6.03588289512,4.99063923193,5.55511364989,4.59829855601,5.32543477389,21.2863787963,16.5302540188,23.8889557256,30.8291153264,30.8291153264,21.2255717901,36.7184669374,38.2312679271
629,1,39.6839132619,25.8443017542,5.13314547371,5.61713631701,4.92404132636,3.19188580851,3.05289081781,6.63132746087,30.5611232472,12.2452973964,29.3421333189,10.1579626779,10.1579626779,22.8140515333,23.9732684889,34.7612405348
630,2,19.6620324008,21.9506921116,3.78941414263,5.33918451796,6.03404577941,5.58842496389,2.42572473311,4.89414170537,28.8018537791,14.1594931279,23.1852494728,31.2003212403,31.2003212403,24.2945340635,32.8425208987,35.7145570146
631,0,28.7051461631,22.5718098778,3.06374279586,5.02862665846,6.04041802957,4.47106698898,4.1532467384,5.74419157014,26.6395101735,26.047364384,23.4196990382,19.9602676832,19.9602676832,19.4903603222,29.6721241089,36.4076350884
632,0,42.817671682,24.8329860744,4.78818616563,4.85559432889,5.77866021824,3.35220793701,4.17609180625,6.86354589941,20.6446091855,33.0990927784,29.5849882391,11.2071257162,11.2071257162,21.0475640801,38.7124088173,46.2442839545
633,2,28.748402487,26.8723124908,4.40595017644,5.59490262185,5.03696680762,3.61223402167,4.13637930515,5.74795555988,22.9938975797,39.4947493111,26.4199798928,13.0180622906,13.0180622906,27.7544552014,13.2176881859,22.0386191093
634,2,33.7844633252,25.6529655604,4.39775909449,5.00578621988,5.30265648082,4.30751118305,3.68973905545,6.17049867973,22.5184695507,30.9384096225,23.9676950706,18.5244802554,18.5244802554,31.3598792644,29.925819029,30.9211839698
635,1,28.7817904578,19.7357723977,3.3187910888,4.99202553199,4.57009417723,5.88693922602,4.67658064681,5.75085916096,27.5357199285,5.04011087067,20.9371272817,34.6258811141,34.6258811141,23.351728769,38.2916817882,24.3656220887
636,2,3.60585648401,19.9050234622,4.27715686715,4.77395069495,6.2986594794,7.0835293788,4.55915361507,2.81006176363,20.0348886706,32.3779669545,23.7646118459,50.1462161236,50.1462161236,34.1924961956,38.1535942413,24.8067401269
637,1,15.3980742163,21.153139955,4.27517891316,5.874600626,4.91083788795,5.40567656789,3.70018344562,4.43719109885,28.0872959227,20.784660968,24.1684590665,29.1911668199,29.1911668199,32.1739984061,14.5607938974,15.9611834509
638,2,16.5199764966,28.6299133819,4.61307897188,5.42505654016,5.16755237465,6.00974171501,4.78405343781,4.56186005134,19.8741532551,30.2048432082,20.3152642653,36.0868231444,36.0868231444,18.7230662616,30.1062411644,22.8773198777
639,0,43.0378845032,17.9866128962,3.84458164133,5.33692942165,4.80279314151,2.97640682426,4.30294915843,6.87956940038,24.8983913706,24.4245774866,24.1120920313,8.82882524678,8.82882524678,18.5608805676,26.9744659529,34.1005612274
640,0,37.8816427851,26.687477788,4.44161706324,4.44710767601,4.19064887238,4.58635852539,4.61075134379,6.4940151999,27.7030785264,18.7673321036,24.1082553485,21.0045121867,21.0045121867,27.5676910428,26.2773357364,13.928459426
641,1,16.3580209381,30.5277855857,4.11546766378,6.86548376965,5.85323134813,4.54657811911,4.85053008723,4.54407433582,28.2455233931,15.6999069374,23.4420455169,20.6412002564,20.6412002564,32.8540991902,19.1669320694,45.0536115631
642,2,37.4739364878,24.6316264948,4.11239527654,4.36289409901,6.05552350586,4.30764020218,4.81382741031,6.46254803613,33.9911334907,7.45947521518,26.1392041512,18.5255917748,18.5255917748,29.3039046244,36.4628922624,39.0611307297
643,1,22.3626103265,29.1977926261,4.44071029672,6.4447056342,4.78249662812,4.89280938216,3.70672397777,5.16267381866,19.3511944826,28.290874487,37.6880986852,23.9094113135,23.9094113135,23.3170658836,24.4677785081,33.7368318071
644,1,38.8678688413,22.3457466176,3.5869923305,6.75844776282,5.63710553213,1.84701790806,3.6025044758,6.56950983504,28.6747470005,10.0090177661,26.0705321304,3.381302816,3.381302816,21.2932213365,27.5390775398,61.0447064913
645,2,29.8754197582,22.3238655481,3.56352633483,4.22413856366,5.98322996184,4.73419296562,3.88022881445,5.84516983411,32.7621040796,16.9032278999,24.2691649079,22.382410699,22.382410699,27.091285312,28.3440459137,26.7670865961
646,2,21.3939975713,23.491828996,3.06846404573,4.60681689066,5.63331298687,5.8148316145,4.39566133951,5.0679964683,34.9899731482,4.43877073605,21.6437547209,33.7820943683,33.7820943683,15.1762056603,29.1308869677,20.9737249297
647,0,43.6955228317,25.4297994434,4.43491577991,4.0628313026,4.41663388825,3.56508020851,2.11217123242,6.9272009833,25.3809372434,30.971179708,20.551963753,12.6796245564,12.6796245564,21.9637573159,23.8930158039,14.8119512477
648,2,29.3509029839,31.9069092927,3.82734732767,5.27566729951,5.78500756174,4.13084364408,3.93542504835,5.80012875851,34.4970902592,11.5267724391,23.3799970612,17.0336968752,17.0336968752,20.4560697212,21.8303060324,31.796330106
649,1,22.7292803731,26.037261372,0.498585865533,5.97722035233,5.01040616145,5.50244782922,4.28314195929,5.19806415933,21.9575376246,18.8641518642,22.9635961219,30.2467597766,30.2467597766,22.106600234,32.9706276032,34.4713924268
650,2,35.8225038945,29.4256431122,4.60996040115,4.48623363755,5.5933787323,4.37850067775,4.41822172489,6.33348991677,26.5123509067,23.8895479415,25.5783292065,19.1410958483,19.1410958483,35.1425490315,33.041839169,31.6326027329
651,1,42.3543281914,20.2531686325,3.61519741481,5.64102627368,4.98886133917,3.0899399275,3.87627373936,6.82970854596,28.5649971635,12.8010130838,28.8236545624,9.51755641887,9.51755641887,17.6157705631,29.1113229306,40.6733898595
652,1,23.7773971802,31.0343921727,3.48529450628,5.40807934502,2.851412351,5.43534200171,4.00240886702,5.29792297146,20.2720838566,32.7816757306,22.0352793597,29.5127703388,29.5127703388,25.8955980306,14.8295478683,-1.23912256664
653,0,45.7506909034,29.0279940956,4.77126686962,3.38764720925,4.22557350722,3.35899578591,4.56785363723,7.07398625492,24.9131642353,37.154248144,23.8141887063,11.2526803531,11.2526803531,24.0344500617,20.9423801066,6.80848213816
654,2,9.642710337,27.8726200389,3.77828038109,6.02626546063,6.36887166754,5.96548265192,4.8385976486,3.7327337125,24.7574409928,20.7540225831,28.3739608653,35.5568109337,35.5568109337,32.1309186751,32.2015766619,42.2074835421
655,0,46.6859915454,26.0956601131,4.48164877848,4.82491647837,6.47803472557,2.18530823122,3.64738370695,7.13978866471,23.7259144451,29.6792772542,28.5940348529,4.74539972875,4.74539972875,25.0045910516,41.7167357084,59.4160471714
